m,TagName,
"2020-12-01 00:00:00","c#","5713"
"2020-12-01 00:00:00","c++","4428"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","533"
"2020-12-01 00:00:00","java","7753"
"2020-12-01 00:00:00","javascript","15915"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4778"
"2020-12-01 00:00:00","python","22037"
"2020-12-01 00:00:00","r","4319"
"2020-12-01 00:00:00","ruby","497"
"2020-12-01 00:00:00","swift","2084"
"2021-01-01 00:00:00","assembly","306"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6153"
"2021-01-01 00:00:00","c++","4085"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7992"
"2021-01-01 00:00:00","javascript","16766"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4743"
"2021-01-01 00:00:00","python","22742"
"2021-01-01 00:00:00","r","4327"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2297"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2230"
"2021-02-01 00:00:00","c#","5762"
"2021-02-01 00:00:00","c++","4071"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","564"
"2021-02-01 00:00:00","java","7531"
"2021-02-01 00:00:00","javascript","15170"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4374"
"2021-02-01 00:00:00","python","21274"
"2021-02-01 00:00:00","r","4310"
"2021-02-01 00:00:00","ruby","529"
"2021-02-01 00:00:00","swift","2244"
"2021-03-01 00:00:00","assembly","317"
"2021-03-01 00:00:00","c","2472"
"2021-03-01 00:00:00","c#","6350"
"2021-03-01 00:00:00","c++","4271"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","751"
"2021-03-01 00:00:00","java","8615"
"2021-03-01 00:00:00","javascript","16657"
"2021-03-01 00:00:00","perl","151"
"2021-03-01 00:00:00","php","4722"
"2021-03-01 00:00:00","python","23684"
"2021-03-01 00:00:00","r","5154"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2368"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2286"
"2021-04-01 00:00:00","c#","5858"
"2021-04-01 00:00:00","c++","3906"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","620"
"2021-04-01 00:00:00","java","7870"
"2021-04-01 00:00:00","javascript","15758"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4291"
"2021-04-01 00:00:00","python","22249"
"2021-04-01 00:00:00","r","4779"
"2021-04-01 00:00:00","ruby","515"
"2021-04-01 00:00:00","swift","2094"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2074"
"2021-05-01 00:00:00","c#","5692"
"2021-05-01 00:00:00","c++","4157"
"2021-05-01 00:00:00","delphi","167"
"2021-05-01 00:00:00","go","638"
"2021-05-01 00:00:00","java","7896"
"2021-05-01 00:00:00","javascript","15702"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4244"
"2021-05-01 00:00:00","python","22239"
"2021-05-01 00:00:00","r","4654"
"2021-05-01 00:00:00","ruby","398"
"2021-05-01 00:00:00","swift","1844"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1859"
"2021-06-01 00:00:00","c#","5587"
"2021-06-01 00:00:00","c++","3798"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","606"
"2021-06-01 00:00:00","java","7533"
"2021-06-01 00:00:00","javascript","14888"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4057"
"2021-06-01 00:00:00","python","20738"
"2021-06-01 00:00:00","r","4268"
"2021-06-01 00:00:00","ruby","417"
"2021-06-01 00:00:00","swift","1776"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1605"
"2021-07-01 00:00:00","c#","5169"
"2021-07-01 00:00:00","c++","3465"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","601"
"2021-07-01 00:00:00","java","6906"
"2021-07-01 00:00:00","javascript","14658"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3878"
"2021-07-01 00:00:00","python","20434"
"2021-07-01 00:00:00","r","4037"
"2021-07-01 00:00:00","ruby","444"
"2021-07-01 00:00:00","swift","1949"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1522"
"2021-08-01 00:00:00","c#","5079"
"2021-08-01 00:00:00","c++","3225"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","739"
"2021-08-01 00:00:00","java","6699"
"2021-08-01 00:00:00","javascript","14511"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3840"
"2021-08-01 00:00:00","python","19699"
"2021-08-01 00:00:00","r","4026"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1878"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1697"
"2021-09-01 00:00:00","c#","5016"
"2021-09-01 00:00:00","c++","3571"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6571"
"2021-09-01 00:00:00","javascript","14315"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3697"
"2021-09-01 00:00:00","python","18879"
"2021-09-01 00:00:00","r","3891"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1611"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2085"
"2021-10-01 00:00:00","c#","5247"
"2021-10-01 00:00:00","c++","3686"
"2021-10-01 00:00:00","delphi","142"
"2021-10-01 00:00:00","go","697"
"2021-10-01 00:00:00","java","6518"
"2021-10-01 00:00:00","javascript","13719"
"2021-10-01 00:00:00","perl","127"
